Date;Heure;prod_eolienne_MWh;prod_solaire_MWh
2022-02-28;03:00;5473;1
2023-06-04;13:00;2438;3742
2022-02-28;05:00;4736;1
2023-06-04;15:00;2239;2968
2022-02-28;23:00;3449;3
2023-06-04;21:00;5839;51
2022-03-01;10:00;1087;3164
2023-06-05;02:00;6748;1
2022-03-01;11:00;977;3930
2023-06-05;05:00;5797;2
2022-03-01;13:00;1049;4357
2023-06-06;00:00;7416;1
2022-03-01;20:00;2596;8
2023-06-06;02:00;6140;0
2022-03-01;22:00;2622;7
2023-06-06;03:00;5800;0
2022-03-02;01:00;2779;4
2023-06-06;04:00;5518;1
2022-03-02;11:00;1138;1919
2023-06-06;10:00;1838;4750
2022-03-02;13:00;978;2230
2023-06-06;15:00;2337;5308
2022-03-03;16:00;403;1698
2023-06-06;19:00;3575;1423
2022-03-03;17:00;415;671
2023-06-06;21:00;4787;48
2022-03-04;02:00;2181;4
2023-06-06;22:00;5626;1
2022-03-04;06:00;3061;4
2023-06-06;23:00;5652;1
2022-03-04;07:00;3172;54
2023-06-07;06:00;4453;126
2022-03-04;12:00;2408;2983
2023-06-07;11:00;2103;6018
2022-03-04;18:00;3074;97
2023-06-07;13:00;2865;6626
2022-03-04;19:00;3307;6
2023-06-07;15:00;3377;5727
2022-03-04;20:00;3466;6
2023-06-07;16:00;3333;4949
2022-03-04;21:00;3434;5
2023-06-08;02:00;5019;0
2022-03-05;12:00;1697;3910
2023-06-08;05:00;4616;2
2022-03-05;14:00;2054;3309
2023-06-08;17:00;2401;3702
2022-03-05;15:00;2281;2672
2023-06-08;18:00;2667;2556
2022-03-05;19:00;3381;5
2023-06-08;22:00;4845;1
2022-03-06;15:00;5754;3590
2023-06-09;01:00;5152;1
2022-03-06;17:00;6911;1046
2023-06-09;06:00;4515;99
2022-03-06;20:00;7272;4
2023-06-09;10:00;2335;2785
2022-03-07;10:00;5853;4144
2023-06-09;11:00;2652;3288
2022-03-07;15:00;5754;4209
2023-06-09;19:00;2680;1095
2022-03-07;16:00;6082;3031
2023-06-10;02:00;2970;0
2022-03-07;20:00;7581;6
2023-06-10;04:00;2737;1
2022-03-07;21:00;8316;6
2023-06-10;07:00;1882;620
2022-03-07;22:00;8689;5
2023-06-10;11:00;928;5361
2022-03-08;00:00;9163;4
2023-06-10;19:00;1575;1378
2022-03-08;03:00;7923;4
2023-06-11;04:00;1736;0
2022-03-08;07:00;8002;110
2023-06-11;08:00;971;2020
2022-03-08;08:00;7220;906
2023-06-11;18:00;3349;2221
2022-03-08;11:00;4636;3393
2023-06-11;21:00;2098;74
2022-03-08;12:00;4601;3481
2023-06-12;02:00;1573;0
2022-03-08;18:00;3434;130
2023-06-12;09:00;425;3059
2022-03-08;22:00;5544;5
2023-06-12;16:00;1201;3956
2022-03-09;02:00;4109;4
2023-06-13;05:00;2693;2
2022-03-09;05:00;3487;4
2023-06-13;08:00;1834;1333
2022-03-09;06:00;3472;4
2023-06-13;12:00;2301;5297
2022-03-09;18:00;4428;110
2023-06-13;15:00;2678;4890
2022-03-10;01:00;6804;5
2023-06-13;22:00;5011;0
2022-03-10;02:00;6442;4
2023-06-14;05:00;2832;2
2022-03-10;07:00;5290;129
2023-06-14;12:00;1497;6111
2022-03-10;16:00;4101;1879
2023-06-14;18:00;3158;2869
2022-03-10;17:00;4017;906
2023-06-15;02:00;2853;0
2022-03-10;19:00;4970;5
2023-06-15;05:00;2158;3
2022-03-10;20:00;6240;4
2023-06-15;07:00;1895;679
2022-03-11;07:00;11898;79
2023-06-15;11:00;1299;5206
2022-03-11;10:00;12004;1610
2023-06-16;00:00;3089;0
2022-03-11;14:00;13276;1586
2023-06-16;02:00;2368;0
2022-03-11;15:00;12678;1324
2023-06-16;05:00;1017;3
2022-03-11;16:00;11777;990
2023-06-16;09:00;236;3791
2022-03-12;08:00;5663;371
2023-06-16;12:00;245;6843
2022-03-12;10:00;4912;1654
2023-06-16;14:00;294;6808
2022-03-12;11:00;5392;2335
2023-06-16;15:00;325;6397
2022-03-12;14:00;6803;2431
2023-06-16;16:00;388;5556
2022-03-13;05:00;9668;4
2023-06-16;17:00;447;4340
2022-03-13;06:00;9418;4
2023-06-17;06:00;1049;138
2022-03-13;10:00;8157;1114
2023-06-17;10:00;281;4867
2022-03-13;18:00;5744;207
2023-06-17;18:00;829;2461
2022-03-14;05:00;4534;4
2023-06-18;11:00;1458;4524
2022-03-14;13:00;2522;2838
2023-06-18;13:00;2274;5234
2022-03-14;14:00;2628;2315
2023-06-18;19:00;3895;1005
2022-03-14;16:00;3070;1175
2023-06-18;20:00;4129;341
2022-03-14;23:00;5838;4
2023-06-18;21:00;3439;40
2022-03-15;01:00;6041;4
2023-06-19;02:00;2920;0
2022-03-15;18:00;2430;147
2023-06-19;04:00;2137;0
2022-03-15;19:00;2955;5
2023-06-19;05:00;1605;2
2022-03-15;22:00;3935;5
2023-06-19;08:00;886;1495
2022-03-16;03:00;4177;4
2023-06-19;18:00;2080;2080
2022-03-16;06:00;4211;4
2023-06-19;22:00;2470;0
2022-03-16;07:00;4460;90
2023-06-20;02:00;2933;0
2022-03-16;10:00;3329;1514
2023-06-20;05:00;3450;2
2022-03-16;18:00;3280;52
2023-06-20;09:00;2469;2150
2022-03-16;23:00;5058;4
2023-06-20;10:00;2518;2974
2022-03-17;01:00;5403;4
2023-06-21;03:00;897;0
2022-03-18;01:00;6560;4
2023-06-21;06:00;986;98
2022-03-18;04:00;7619;4
2023-06-21;07:00;1056;548
2022-03-18;07:00;9571;88
2023-06-21;10:00;328;3392
2022-03-18;13:00;11821;3195
2023-06-21;16:00;460;3741
2022-03-18;14:00;12461;2956
2023-06-22;06:00;4151;60
2022-03-18;16:00;13267;1549
2023-06-22;15:00;5091;4412
2022-03-18;19:00;12501;4
2023-06-22;16:00;5442;4386
2022-03-19;03:00;11503;4
2023-06-22;19:00;4820;1517
2022-03-19;05:00;11030;4
2023-06-22;23:00;4029;1
2022-03-19;07:00;10513;164
2023-06-23;00:00;4159;1
2022-03-19;10:00;9220;3027
2023-06-23;04:00;1905;1
2022-03-19;15:00;8182;3335
2023-06-23;15:00;1475;6539
2022-03-19;16:00;8128;2221
2023-06-24;04:00;2544;1
2022-03-19;21:00;9783;4
2023-06-24;09:00;1165;4106
2022-03-19;23:00;8077;4
2023-06-24;10:00;1175;5608
2022-03-20;07:00;4313;116
2023-06-25;04:00;2682;1
2022-03-20;09:00;2529;1348
2023-06-25;06:00;2288;110
2022-03-20;20:00;3247;4
2023-06-25;07:00;2092;745
2022-03-21;00:00;4033;4
2023-06-27;01:00;3543;1
2022-03-21;02:00;3692;4
2023-06-27;13:00;1472;6508
2022-03-21;15:00;3509;3573
2023-06-27;17:00;2057;4225
2022-03-21;16:00;3532;2546
2023-06-27;20:00;2111;571
2022-03-21;18:00;3291;280
2023-06-28;01:00;2475;1
2022-03-21;21:00;4898;5
2023-06-28;03:00;2181;0
2022-03-22;01:00;5118;4
2023-06-28;07:00;1510;675
2022-03-22;03:00;4931;4
2023-06-28;19:00;1044;1607
2022-03-22;04:00;4876;4
2023-06-28;20:00;1173;551
2022-03-22;07:00;5328;369
2023-06-28;23:00;1659;1
2022-03-22;11:00;3435;4944
2023-06-29;00:00;1566;1
2022-03-22;12:00;3497;5254
2023-06-29;02:00;1194;1
2022-03-22;13:00;3718;5201
2023-06-29;11:00;714;4827
2022-03-22;16:00;4149;2892
2023-06-29;14:00;1381;5137
2022-03-22;21:00;4120;6
2023-06-30;07:00;2223;425
2022-03-23;00:00;4018;4
2023-06-30;08:00;1873;1164
2022-03-23;01:00;3763;4
2023-06-30;09:00;1890;2078
2022-03-23;03:00;3106;4
2023-06-30;12:00;3269;4351
2022-03-23;07:00;3059;412
2023-06-30;13:00;3851;4554
2022-03-23;12:00;2145;5612
2023-07-01;01:00;7689;0
2022-03-23;19:00;1877;16
2023-07-01;11:00;8605;3442
2022-03-23;21:00;2941;7
2023-07-01;16:00;7528;2565
2022-03-23;23:00;3007;6
2023-07-01;17:00;10535;3181
2022-03-24;01:00;2555;5
2023-07-01;19:00;9995;1217
2022-03-24;04:00;1963;4
2023-07-01;20:00;8485;399
2022-03-24;05:00;2053;4
2023-07-02;07:00;2342;340
2022-03-25;00:00;5731;4
2023-07-02;16:00;4854;3214
2022-03-25;01:00;5511;4
2023-07-03;02:00;4081;0
2022-03-25;03:00;4529;4
2023-07-03;08:00;3066;1723
2022-03-25;11:00;2081;4844
2023-07-03;09:00;3760;3124
2022-03-25;14:00;4134;4813
2023-07-03;14:00;5743;5675
2022-03-25;15:00;4525;4080
2023-07-03;16:00;6939;5165
2022-03-25;22:00;8151;4
2023-07-04;01:00;3829;0
2022-03-26;04:00;7553;4
2023-07-04;05:00;1553;2
2022-03-26;12:00;7149;5649
2023-07-04;06:00;1294;90
2022-03-26;15:00;7669;4400
2023-07-04;10:00;1466;4077
2022-03-27;04:00;6021;4
2023-07-04;18:00;6194;2782
2022-03-27;05:00;5787;4
2023-07-04;22:00;8716;1
2022-03-27;10:00;1847;2791
2023-07-05;00:00;9991;1
2022-03-27;16:00;1437;3790
2023-07-05;06:00;9031;88
2022-03-27;23:00;2349;4
2023-07-05;12:00;7129;5390
2022-03-28;02:00;1866;4
2023-07-05;15:00;7526;4885
2022-03-28;10:00;1240;3004
2023-07-06;06:00;825;88
2022-03-28;18:00;1183;1005
2023-07-06;11:00;336;6011
2022-03-28;20:00;1882;10
2023-07-06;18:00;442;2829
2022-03-28;22:00;2695;4
2023-07-06;19:00;441;1510
2022-03-29;03:00;2961;4
2023-07-06;23:00;2356;0
2022-03-29;09:00;2088;1056
2023-07-07;04:00;4447;0
2022-03-29;12:00;1065;2989
2023-07-07;16:00;3219;5535
2022-03-29;13:00;1109;3188
2023-07-07;22:00;4360;1
2022-03-29;17:00;1314;1277
2023-07-08;01:00;5397;0
2022-03-29;21:00;2063;4
2023-07-08;02:00;4909;0
2022-03-29;22:00;1759;4
2023-07-08;09:00;1467;3568
2022-03-29;23:00;1610;4
2023-07-08;11:00;1749;6055
2022-03-30;01:00;1680;4
2023-07-08;18:00;1334;3059
2022-03-30;04:00;1032;4
2023-07-09;00:00;1796;1
2022-03-30;05:00;1106;4
2023-07-09;03:00;2319;0
2022-03-30;12:00;1037;1527
2023-07-09;05:00;1945;1
2022-03-30;13:00;1149;1763
2023-07-09;10:00;1165;4346
2022-03-30;22:00;2417;4
2023-07-09;12:00;2156;5965
2022-03-31;06:00;5043;4
2023-07-09;17:00;1512;4327
2022-03-31;10:00;5779;2029
2023-07-09;18:00;1703;2975
2022-03-31;16:00;10051;2616
2023-07-10;00:00;1652;0
2022-04-01;00:00;10223;1
2023-07-10;02:00;1213;0
2022-04-01;02:00;10288;1
2023-07-10;09:00;436;3269
2022-04-01;04:00;9058;1
2023-07-10;10:00;697;4771
2022-04-01;06:00;8784;1
2023-07-10;13:00;1791;6836
2022-04-01;10:00;9979;2394
2023-07-10;14:00;2014;6829
2022-04-01;13:00;11288;3210
2023-07-10;15:00;2094;6539
2022-04-01;14:00;11754;3220
2023-07-10;23:00;1011;1
2022-04-01;16:00;12591;2744
2023-07-11;07:00;2038;547
2022-04-01;21:00;10746;4
2023-07-11;08:00;1564;1680
2022-04-02;00:00;10222;2
2023-07-11;13:00;3290;6227
2022-04-02;01:00;10382;2
2023-07-11;17:00;5107;3535
2022-04-02;23:00;4485;3
2023-07-11;22:00;3833;1
2022-04-03;00:00;4788;3
2023-07-11;23:00;4094;0
2022-04-03;03:00;5064;1
2023-07-12;00:00;3573;0
2022-04-03;07:00;3869;33
2023-07-12;02:00;3431;0
2022-04-03;09:00;2454;1900
2023-07-12;06:00;3628;60
2022-04-03;21:00;1635;3
2023-07-12;19:00;5083;1468
2022-04-03;23:00;1444;2
2023-07-13;13:00;3525;6176
2022-04-04;02:00;1850;1
2023-07-13;18:00;2877;2987
2022-04-04;08:00;4575;775
2023-07-14;13:00;6650;7090
2022-04-04;20:00;9162;30
2023-07-14;14:00;7551;7114
2022-04-05;00:00;7979;3
2023-07-14;15:00;8808;6871
2022-04-05;05:00;6503;1
2023-07-14;17:00;10672;5024
2022-04-05;08:00;5583;595
2023-07-14;18:00;10479;3497
2022-04-05;15:00;6411;4007
2023-07-14;20:00;7613;465
2022-04-05;18:00;7087;1494
2023-07-14;23:00;7996;1
2022-04-05;19:00;7008;415
2023-07-15;00:00;8010;0
2022-04-05;23:00;6080;3
2023-07-15;04:00;6047;0
2022-04-06;10:00;6116;1529
2023-07-15;15:00;7663;2829
2022-04-06;12:00;8204;2387
2023-07-16;00:00;10748;1
2022-04-06;19:00;12920;294
2023-07-16;07:00;4854;319
2022-04-06;23:00;14388;1
2023-07-16;08:00;4466;970
2022-04-07;03:00;15017;1
2023-07-16;11:00;5005;3130
2022-04-07;11:00;15495;2230
2023-07-16;18:00;4638;2433
2022-04-07;12:00;15435;2422
2023-07-16;19:00;4237;1351
2022-04-07;21:00;13423;4
2023-07-16;21:00;2578;45
2022-04-07;22:00;12671;3
2023-07-17;03:00;2570;0
2022-04-08;00:00;10381;3
2023-07-17;05:00;2298;1
2022-04-08;02:00;8014;1
2023-07-17;06:00;2194;58
2022-04-08;04:00;6134;1
2023-07-17;12:00;3129;5942
2022-04-08;14:00;8808;2889
2023-07-17;16:00;3743;5662
2022-04-08;16:00;9848;2370
2023-07-17;20:00;1375;486
2022-04-08;17:00;10474;1698
2023-07-18;02:00;2041;0
2022-04-09;03:00;4960;1
2023-07-18;08:00;1747;1619
2022-04-09;04:00;4734;1
2023-07-18;09:00;1121;3107
2022-04-09;05:00;4120;1
2023-07-18;10:00;944;4452
2022-04-09;06:00;3586;1
2023-07-18;11:00;900;5443
2022-04-09;12:00;2189;4550
2023-07-18;18:00;2004;2961
2022-04-09;13:00;2471;4969
2023-07-19;03:00;2704;0
2022-04-10;09:00;1384;2782
2023-07-19;04:00;2749;0
2022-04-10;16:00;2091;4874
2023-07-19;08:00;2548;1511
2022-04-10;20:00;3403;67
2023-07-19;09:00;2973;2856
2022-04-11;07:00;10664;85
2023-07-21;07:00;2698;419
2022-04-11;09:00;8310;1693
2023-07-21;09:00;1581;2754
2022-04-11;11:00;7616;4051
2023-07-21;16:00;4384;5116
2022-04-11;13:00;7647;4878
2023-07-21;22:00;3068;0
2022-04-11;14:00;7744;4774
2023-07-22;00:00;2799;0
2022-04-11;15:00;7705;4479
2023-07-22;02:00;2092;0
2022-04-11;16:00;7579;3624
2023-07-22;03:00;1693;0
2022-04-11;18:00;6609;1396
2023-07-22;08:00;1478;1738
2022-04-11;19:00;6272;491
2023-07-22;20:00;4764;460
2022-04-12;05:00;8025;0
2023-07-23;07:00;9212;444
2022-04-12;12:00;4579;3382
2023-07-23;10:00;9973;3632
2022-04-12;21:00;2444;1
2023-07-23;11:00;7091;2973
2022-04-12;23:00;2388;1
2023-07-23;15:00;6501;3145
2022-04-13;09:00;770;1206
2023-07-23;16:00;6210;2887
2022-04-13;10:00;633;1871
2023-07-23;20:00;5128;368
2022-04-13;14:00;601;3249
2023-07-24;06:00;3824;19
2022-04-14;16:00;857;4361
2023-07-24;10:00;5822;2580
2022-04-14;17:00;995;3323
2023-07-24;13:00;8141;4972
2022-04-15;06:00;1298;1
2023-07-24;17:00;7608;3539
2022-04-15;12:00;1315;5269
2023-07-24;21:00;3518;28
2022-04-15;15:00;1302;5260
2023-07-25;00:00;3490;0
2022-04-15;16:00;1468;4625
2023-07-25;01:00;3927;0
2022-04-15;20:00;3415;74
2023-07-25;15:00;5294;4852
2022-04-16;04:00;4686;1
2023-07-25;16:00;5314;4446
2022-04-16;11:00;3924;5197
2023-07-26;04:00;2943;0
2022-04-17;01:00;7818;2
2023-07-26;21:00;2313;24
2022-04-17;02:00;7650;2
2023-07-26;23:00;3503;1
2022-04-17;05:00;6549;1
2023-07-27;06:00;8108;20
2022-04-17;07:00;5666;149
2023-07-27;08:00;8784;1418
2022-04-17;17:00;2667;3811
2023-07-27;09:00;8983;2859
2022-04-17;18:00;2818;2272
2023-07-27;13:00;9792;6114
2022-04-17;23:00;6091;3
2023-07-27;14:00;9758;6165
2022-04-19;06:00;2139;3
2023-07-27;15:00;9631;5906
2022-04-19;08:00;1486;933
2023-07-27;17:00;8291;4240
2022-04-19;22:00;4636;1
2023-07-27;19:00;5792;1295
2022-04-20;12:00;2935;2593
2023-07-27;22:00;3880;0
2022-04-20;19:00;3256;288
2023-07-28;02:00;3830;0
2022-04-20;23:00;4281;1
2023-07-28;04:00;3696;0
2022-04-21;00:00;3922;2
2023-07-28;08:00;3460;1133
2022-04-21;03:00;3328;1
2023-07-28;12:00;3970;4851
2022-04-21;04:00;3387;1
2023-07-28;14:00;4814;5205
2022-04-21;09:00;1902;1321
2023-07-28;16:00;5183;4577
2022-04-21;22:00;6320;1
2023-07-28;21:00;3746;23
2022-04-22;06:00;4915;3
2023-07-29;01:00;3567;0
2022-04-22;07:00;4651;156
2023-07-29;04:00;3187;0
2022-04-22;09:00;2784;1834
2023-07-29;05:00;3476;1
2022-04-22;18:00;2736;1543
2023-07-29;12:00;4962;4789
2022-04-22;19:00;2818;549
2023-07-29;18:00;6837;2363
2022-04-22;22:00;5046;1
2023-07-29;20:00;4986;356
2022-04-23;04:00;5945;1
2023-07-29;22:00;4096;2
2022-04-23;06:00;6459;3
2023-07-30;01:00;5095;0
2022-04-23;07:00;6707;119
2023-07-30;02:00;5434;0
2022-04-23;10:00;5418;1406
2023-07-30;09:00;6138;2589
2022-04-23;14:00;6300;1880
2023-07-30;10:00;6402;3678
2022-04-23;16:00;6822;1635
2023-07-30;13:00;8205;5442
2022-04-23;17:00;7153;1266
2023-07-30;16:00;5593;3174
2022-04-23;20:00;5284;60
2023-07-30;18:00;7960;2818
2022-04-23;21:00;5149;1
2023-07-30;19:00;7450;1394
2022-04-24;00:00;3583;1
2023-07-31;17:00;11640;4131
2022-04-24;06:00;2789;2
2023-07-31;22:00;10428;0
2022-04-24;09:00;2543;890
2022-04-25;01:00;3697;1
2022-04-25;02:00;3594;1
2022-04-25;08:00;2704;903
2023-08-01;00:00;11325;1
2022-04-25;09:00;2358;1893
2023-08-01;22:00;7000;0
2022-04-25;12:00;1892;4228
2023-08-02;03:00;11427;0
2022-04-25;13:00;2020;4625
2023-08-02;11:00;15170;4233
2022-04-25;14:00;2370;4656
2023-08-02;12:00;15315;4767
2022-04-25;21:00;2481;3
2023-08-02;18:00;15990;2288
2022-04-26;03:00;1965;1
2023-08-02;20:00;15983;247
2022-04-26;05:00;2243;1
2023-08-03;01:00;14808;0
2022-04-26;08:00;1778;1249
2023-08-03;02:00;14446;0
2022-04-26;17:00;2772;3724
2023-08-03;05:00;12748;0
2022-04-26;18:00;3083;2353
2023-08-03;08:00;10863;981
2022-04-26;20:00;3835;127
2023-08-03;09:00;10240;1977
2022-04-27;00:00;5904;2
2023-08-03;16:00;7143;4417
2022-04-27;02:00;5593;1
2023-08-03;23:00;3240;0
2022-04-27;03:00;5468;1
2023-08-04;02:00;3435;0
2022-04-27;05:00;5496;1
2023-08-04;05:00;3378;1
2022-04-27;08:00;4217;1193
2023-08-04;10:00;3088;3490
2022-04-27;10:00;3056;3669
2023-08-04;16:00;5088;4669
2022-04-27;19:00;6102;650
2023-08-04;17:00;5150;3784
2022-04-28;03:00;6672;1
2023-08-05;03:00;2387;0
2022-04-28;06:00;5534;11
2023-08-05;07:00;3490;344
2022-04-28;08:00;3842;1052
2023-08-05;10:00;7206;3988
2022-04-28;09:00;2670;2115
2023-08-05;11:00;9023;4783
2022-04-28;20:00;3837;107
2023-08-05;20:00;13968;259
2022-04-29;00:00;4462;1
2023-08-05;22:00;12793;2
2022-04-29;02:00;3630;1
2023-08-06;00:00;13260;0
2022-04-29;03:00;3338;1
2023-08-06;12:00;11661;5441
2022-04-29;11:00;1390;4255
2023-08-06;14:00;11745;5876
2022-04-29;13:00;1750;5117
2023-08-07;03:00;3639;0
2022-04-29;15:00;2025;4597
2023-08-07;06:00;2994;14
2022-04-29;18:00;2908;1899
2023-08-07;07:00;2667;354
2022-04-29;23:00;4879;3
2023-08-07;23:00;2071;2
2022-04-30;12:00;2845;5260
2023-08-08;08:00;1277;1656
2022-04-30;15:00;3501;5043
2023-08-08;11:00;2294;6312
2022-04-30;17:00;3987;3494
2023-08-08;16:00;3446;5821
2022-04-30;18:00;4078;2199
2023-08-09;00:00;3179;0
2022-04-30;19:00;4069;856
2023-08-09;06:00;1880;8
2022-04-30;22:00;4274;3
2023-08-09;07:00;1677;284
2022-05-01;01:00;3601;1
2023-08-09;11:00;700;5962
2022-05-01;03:00;2873;1
2023-08-09;12:00;851;6539
2022-05-01;09:00;908;2509
2023-08-09;13:00;984;6756
2022-05-01;23:00;3222;3
2023-08-09;20:00;1006;255
2022-05-02;01:00;3022;1
2023-08-09;22:00;1954;2
2022-05-02;02:00;2672;1
2023-08-10;00:00;2388;2
2022-05-02;10:00;962;3605
2023-08-10;07:00;3074;307
2022-05-02;12:00;1470;5137
2023-08-10;09:00;1371;2962
2022-05-02;14:00;1431;4963
2023-08-10;15:00;1035;6259
2022-05-02;19:00;2944;802
2023-08-10;21:00;1853;3
2022-05-03;00:00;5374;1
2023-08-10;22:00;1907;0
2022-05-03;02:00;4566;1
2023-08-11;02:00;2268;0
2022-05-03;07:00;3092;293
2023-08-11;08:00;1413;1333
2022-05-04;04:00;1881;1
2023-08-11;09:00;1194;2778
2022-05-04;09:00;422;2311
2023-08-11;19:00;2269;1158
2022-05-04;10:00;373;3392
2023-08-11;20:00;1980;205
2022-05-04;16:00;2019;3454
2023-08-11;22:00;1321;1
2022-05-04;19:00;1982;777
2023-08-12;04:00;1667;0
2022-05-04;23:00;1970;1
2023-08-13;00:00;1215;0
2022-05-05;02:00;2076;1
2023-08-13;06:00;1041;6
2022-05-05;11:00;1276;4108
2023-08-13;07:00;1172;230
2022-05-05;15:00;2145;3879
2023-08-13;08:00;989;1071
2022-05-05;22:00;2719;1
2023-08-13;12:00;2060;5542
2022-05-05;23:00;3075;1
2023-08-13;21:00;722;2
2022-05-06;09:00;1844;2731
2023-08-14;05:00;2553;0
2022-05-06;19:00;2969;905
2023-08-14;09:00;2153;2191
2022-05-06;21:00;3357;5
2023-08-14;19:00;2792;1016
2022-05-07;00:00;3853;2
2023-08-14;20:00;2816;171
2022-05-07;06:00;2543;22
2023-08-14;21:00;2350;2
2022-05-07;08:00;1751;1429
2023-08-15;10:00;794;3579
2022-05-07;09:00;1381;2848
2023-08-15;17:00;870;3775
2022-05-07;11:00;1411;5180
2023-08-15;19:00;846;1037
2022-05-07;16:00;2442;4009
2023-08-15;20:00;973;202
2022-05-07;21:00;3984;8
2023-08-16;00:00;1264;0
2022-05-08;04:00;3824;1
2023-08-16;08:00;1503;1189
2022-05-08;06:00;3593;22
2023-08-16;16:00;1309;4410
2022-05-08;07:00;3348;358
2023-08-16;20:00;1871;180
2022-05-08;10:00;2057;3976
2023-08-16;21:00;1945;1
2022-05-08;11:00;2290;4910
2023-08-16;22:00;2400;0
2022-05-08;17:00;2869;2984
2023-08-17;13:00;1272;6349
2022-05-08;18:00;2967;1935
2023-08-17;15:00;1352;6236
2022-05-08;20:00;2945;216
2023-08-17;18:00;1314;2690
2022-05-08;21:00;3731;7
2023-08-18;14:00;1988;6331
2022-05-09;02:00;3684;1
2023-08-18;23:00;4043;0
2022-05-09;04:00;2877;1
2023-08-19;01:00;5016;0
2022-05-09;05:00;2512;1
2023-08-19;05:00;3726;0
2022-05-09;09:00;323;3100
2023-08-19;08:00;2562;1117
2022-05-09;12:00;316;5920
2023-08-19;14:00;2015;6339
2022-05-09;23:00;496;1
2023-08-19;16:00;1539;5384
2022-05-10;04:00;2056;1
2023-08-20;00:00;991;1
2022-05-10;10:00;1192;4259
2023-08-20;01:00;1003;0
2022-05-10;13:00;3360;5738
2023-08-20;06:00;1323;3
2022-05-10;15:00;4232;5352
2023-08-20;09:00;429;3082
2022-05-10;16:00;4103;4744
2023-08-20;18:00;1063;2738
2022-05-11;04:00;2824;1
2023-08-20;21:00;2435;1
2022-05-11;07:00;3588;388
2023-08-21;05:00;1952;1
2022-05-11;08:00;2766;1449
2023-08-21;12:00;293;6684
2022-05-11;15:00;8859;5807
2023-08-22;00:00;2259;0
2022-05-12;15:00;1860;4173
2023-08-22;12:00;449;6521
2022-05-12;18:00;1944;1627
2023-08-22;18:00;1125;2463
2022-05-12;19:00;1910;759
2023-08-22;22:00;2834;0
2022-05-13;01:00;2434;1
2023-08-22;23:00;3143;0
2022-05-13;05:00;2108;1
2023-08-23;04:00;2353;0
2022-05-13;18:00;1573;2553
2023-08-23;07:00;1756;196
2022-05-13;19:00;1550;1163
2023-08-23;10:00;540;4599
2022-05-13;20:00;1494;247
2023-08-23;14:00;377;6217
2022-05-13;22:00;1810;3
2023-08-23;19:00;981;833
2022-05-13;23:00;1965;2
2023-08-23;20:00;1456;107
2022-05-14;02:00;2007;1
2023-08-23;21:00;2559;0
2023-08-24;01:00;3165;0
2023-08-24;20:00;2707;97
2023-08-24;22:00;2991;0
2023-08-25;04:00;2469;0
2023-08-25;13:00;5624;4293
2023-08-25;15:00;6214;4122
2023-08-25;17:00;6200;2913
2023-08-26;01:00;2942;0
2023-08-26;02:00;3191;0
2023-08-26;15:00;3445;3928
2023-08-26;17:00;3007;2179
2023-08-27;04:00;2275;0
2023-08-27;05:00;2457;0
2023-08-27;12:00;4794;4035
2023-08-27;13:00;5590;4032
2023-08-27;15:00;6135;3838
2023-08-28;02:00;4199;0
2023-08-28;04:00;3274;0
2023-08-28;05:00;2839;1
2023-08-28;11:00;2404;3754
2023-08-28;15:00;3446;4939
2023-08-28;21:00;3175;0
2023-08-29;01:00;2834;0
2023-08-29;03:00;2507;0
2023-08-29;05:00;2225;1
2023-08-29;06:00;2115;1
2023-08-29;15:00;1845;4595
2023-08-29;21:00;1697;0
2023-08-29;23:00;1619;0
2023-08-30;11:00;3671;4592
2023-08-30;13:00;4406;5050
2023-08-30;16:00;6032;4039
2023-08-30;18:00;5768;1812
2023-08-30;21:00;3831;0
2023-08-30;22:00;3787;0
2023-08-31;00:00;3122;0
2023-08-31;05:00;2891;2
2023-08-31;08:00;3387;1044
2023-08-31;09:00;2942;2587
2023-08-31;16:00;5059;4130
2023-08-31;20:00;4612;48
2023-08-01;06:00;9992;12
2023-08-01;07:00;8776;285
2023-08-01;09:00;7995;2140
2022-01-01;00:00;3153;2
2023-08-01;13:00;10600;5170
2022-01-01;05:00;3776;2
2023-08-02;02:00;10793;0
2022-01-01;07:00;4380;3
2023-08-02;04:00;12494;0
2022-01-01;09:00;5224;619
2023-08-02;19:00;16018;985
2022-01-01;12:00;3968;2888
2023-08-02;21:00;15888;9
2022-01-01;13:00;3185;2878
2023-08-03;03:00;14036;0
2022-01-02;00:00;5479;2
2023-08-03;18:00;5409;2265
2022-01-02;01:00;5611;2
2023-08-04;00:00;3289;0
2022-01-02;04:00;6945;1
2023-08-04;01:00;3475;0
2022-01-02;06:00;8853;2
2023-08-04;06:00;3376;13
2022-01-02;08:00;9969;22
2023-08-04;09:00;2979;2344
2022-01-02;12:00;10242;1643
2023-08-04;12:00;3602;4845
2022-01-03;01:00;10896;2
2023-08-04;15:00;4786;5235
2022-01-03;19:00;7429;1
2023-08-04;19:00;4328;1301
2022-01-04;09:00;5998;295
2023-08-04;22:00;3727;1
2022-01-04;21:00;9480;2
2023-08-05;00:00;3528;0
2022-01-05;02:00;7841;2
2023-08-05;05:00;2667;1
2022-01-05;04:00;7447;1
2023-08-05;08:00;4030;1420
2022-01-05;05:00;7041;2
2023-08-05;09:00;5301;2864
2022-01-05;07:00;6880;4
2023-08-05;12:00;10676;5263
2022-01-05;10:00;5358;1504
2023-08-05;16:00;14368;4066
